Accuracy,Precision,Recall,F1,AUROC,AUPRC,Brier,ECE,Dataset,Approach,Mechanism,Missingness,Seed
0.8431372549019608,0.9354838709677419,0.8285714285714286,0.8787878787878788,0.9339285714285714,0.9703452016770018,0.12222974074247998,0.15179849481757948,early_stage_diabetes,Native,MCAR,10,42
0.8235294117647058,0.9333333333333333,0.8,0.8615384615384616,0.9446428571428571,0.9762246571316132,0.10849370397718967,0.11452305539712017,early_stage_diabetes,Native,MCAR,10,52
0.803921568627451,0.9629629629629629,0.7428571428571429,0.8387096774193549,0.9196428571428572,0.9660189958588362,0.15589369731221558,0.17985061629145752,early_stage_diabetes,Native,MCAR,10,62
0.8823529411764706,1.0,0.8285714285714286,0.90625,0.9607142857142857,0.9859284598492379,0.09560835315778535,0.13819403946399686,early_stage_diabetes,Native,MCAR,10,72
0.7843137254901961,0.9285714285714286,0.7428571428571429,0.8253968253968254,0.9,0.9572779085606281,0.1504834176541894,0.145668911071969,early_stage_diabetes,Native,MCAR,10,82
0.9019607843137255,1.0,0.8571428571428571,0.9230769230769231,0.9464285714285714,0.979443876161738,0.09236084421963252,0.12595358542075344,early_stage_diabetes,Native,MCAR,10,92
0.8235294117647058,1.0,0.7428571428571429,0.8524590163934426,0.9089285714285713,0.9656332267645064,0.13673491785736183,0.149532022867717,early_stage_diabetes,Native,MCAR,10,102
0.8235294117647058,0.9333333333333333,0.8,0.8615384615384616,0.9357142857142857,0.9723259035634674,0.11309335479839387,0.14537960933704,early_stage_diabetes,Native,MCAR,10,112
0.8823529411764706,1.0,0.8285714285714286,0.90625,0.9232142857142857,0.9717341050132428,0.10789525227351575,0.13830251622872025,early_stage_diabetes,Native,MCAR,10,122
0.803921568627451,0.9310344827586207,0.7714285714285715,0.84375,0.9107142857142857,0.9636367408323633,0.1286692489113445,0.13122948127634382,early_stage_diabetes,Native,MCAR,10,132
0.7450980392156863,0.8928571428571429,0.7142857142857143,0.7936507936507936,0.875,0.9477895181291148,0.1649828353725452,0.17926459584166027,early_stage_diabetes,Native,MCAR,10,142
0.8235294117647058,0.9642857142857143,0.7714285714285715,0.8571428571428571,0.9446428571428571,0.9765034754400662,0.11234829490699111,0.1331663522504124,early_stage_diabetes,Native,MCAR,10,152
0.803921568627451,0.9310344827586207,0.7714285714285715,0.84375,0.9178571428571429,0.9643383338302045,0.14211765265845508,0.14089230301917766,early_stage_diabetes,Native,MCAR,10,162
0.8431372549019608,0.9655172413793104,0.8,0.875,0.9482142857142857,0.9799667631843125,0.10461357750731504,0.1178977007375044,early_stage_diabetes,Native,MCAR,10,172
0.8235294117647058,0.9642857142857143,0.7714285714285715,0.8571428571428571,0.9428571428571428,0.9756935348358124,0.10458836193085161,0.14070813591573753,early_stage_diabetes,Native,MCAR,10,182
0.803921568627451,0.9629629629629629,0.7428571428571429,0.8387096774193549,0.9624999999999999,0.9849669143114825,0.10696808313215632,0.15035168804666574,early_stage_diabetes,Native,MCAR,10,192
0.803921568627451,1.0,0.7142857142857143,0.8333333333333334,0.9464285714285714,0.9782184527819506,0.12343503036409646,0.14037752706630557,early_stage_diabetes,Native,MCAR,10,202
0.8431372549019608,0.9354838709677419,0.8285714285714286,0.8787878787878788,0.9321428571428572,0.9719073236758703,0.11690611066109549,0.12465798153596766,early_stage_diabetes,Native,MCAR,10,212
0.8235294117647058,0.9642857142857143,0.7714285714285715,0.8571428571428571,0.9267857142857143,0.9695784999602735,0.12544667073068236,0.12682708210366614,early_stage_diabetes,Native,MCAR,10,222
0.8235294117647058,0.9333333333333333,0.8,0.8615384615384616,0.925,0.9692539128333159,0.12692166944182154,0.14627298347505865,early_stage_diabetes,Native,MCAR,10,232
0.8235294117647058,0.9333333333333333,0.8,0.8615384615384616,0.9142857142857143,0.9651105838808225,0.12338067952619872,0.10549391192548413,early_stage_diabetes,Native,MCAR,20,42
0.7647058823529411,0.96,0.6857142857142857,0.8,0.8767857142857143,0.9496663007635592,0.16614651240473402,0.17158439463260128,early_stage_diabetes,Native,MCAR,20,52
0.7254901960784313,0.8888888888888888,0.6857142857142857,0.7741935483870968,0.8857142857142857,0.9493134287382522,0.19255080550108936,0.1905369528879722,early_stage_diabetes,Native,MCAR,20,62
0.8431372549019608,0.9655172413793104,0.8,0.875,0.9535714285714285,0.9800049920911569,0.10879714927883759,0.11300103103413302,early_stage_diabetes,Native,MCAR,20,72
0.7843137254901961,0.875,0.8,0.835820895522388,0.8785714285714286,0.94969832496116,0.14534349890037537,0.12641862005579702,early_stage_diabetes,Native,MCAR,20,82
0.9019607843137255,0.96875,0.8857142857142857,0.9253731343283582,0.9517857142857142,0.9818229195373558,0.08219179493414157,0.09642790615850803,early_stage_diabetes,Native,MCAR,20,92
0.8431372549019608,0.9655172413793104,0.8,0.875,0.8696428571428572,0.9524305311974967,0.1421496552977115,0.14187420846200455,early_stage_diabetes,Native,MCAR,20,102
0.803921568627451,0.9032258064516129,0.8,0.8484848484848485,0.9214285714285715,0.9647861029908292,0.12539324456527992,0.14364290646478242,early_stage_diabetes,Native,MCAR,20,112
0.8235294117647058,0.9333333333333333,0.8,0.8615384615384616,0.9214285714285714,0.9670400208662648,0.11078005458329723,0.13231714026016347,early_stage_diabetes,Native,MCAR,20,122
